seed,ga_best_fitness_train_acc,fs_seconds,n_features_selected,selected_features_1based,base_accuracy,base_sensitivity,base_specificity,fs_accuracy,fs_sensitivity,fs_specificity
191664963,0.9912087912087912,363.3259861469269,14,4 7 11 12 14 16 20 21 22 23 25 26 28 30,0.9649122807017544,0.9761904761904762,0.9583333333333334,0.9736842105263158,0.9761904761904762,0.9722222222222222
1662057957,0.9978021978021978,333.3128545284271,15,3 5 6 7 8 10 11 16 22 23 24 25 26 28 29,0.956140350877193,0.9047619047619048,0.9861111111111112,0.956140350877193,0.9285714285714286,0.9722222222222222
1405681631,0.9956043956043956,362.3595676422119,21,5 6 7 8 9 10 11 12 14 15 16 17 18 21 22 23 24 25 27 28 29,0.9736842105263158,0.9285714285714286,1.0,0.956140350877193,0.8809523809523809,1.0
942484272,0.9978021978021978,337.1574614048004,19,3 4 5 6 7 8 11 12 14 15 16 17 18 19 20 22 24 27 29,0.956140350877193,0.9047619047619048,0.9861111111111112,0.9385964912280702,0.8809523809523809,0.9722222222222222
929893137,0.9912087912087912,385.83704257011414,14,2 6 10 12 14 15 16 18 20 21 24 27 29 30,0.9824561403508771,0.9523809523809523,1.0,0.956140350877193,0.9285714285714286,0.9722222222222222
1843824992,0.9956043956043956,362.8825101852417,19,2 3 5 7 10 11 14 15 16 17 19 20 21 22 23 25 26 27 30,0.9385964912280702,0.9047619047619048,0.9583333333333334,0.956140350877193,0.9285714285714286,0.9722222222222222
184566854,0.9978021978021978,381.48707938194275,14,6 7 9 11 12 14 15 19 20 21 22 24 28 29,0.9122807017543859,0.8809523809523809,0.9305555555555556,0.9298245614035088,0.8809523809523809,0.9583333333333334
1497586438,0.9956043956043956,375.888778924942,15,5 8 9 11 12 16 17 21 22 23 25 26 28 29 30,0.9473684210526315,0.8809523809523809,0.9861111111111112,0.956140350877193,0.9047619047619048,0.9861111111111112
432652533,0.9912087912087912,370.51465225219727,18,1 2 5 8 9 11 13 14 15 20 22 23 24 25 26 27 28 30,0.9824561403508771,0.9523809523809523,1.0,0.956140350877193,0.9047619047619048,0.9861111111111112
202244314,0.9912087912087912,370.561954498291,14,2 8 11 12 14 19 20 21 22 24 25 27 28 30,0.9824561403508771,0.9523809523809523,1.0,0.9912280701754386,0.9761904761904762,1.0
1130604997,0.9912087912087912,321.4626588821411,17,1 4 5 7 10 11 12 13 15 16 22 24 25 26 27 28 29,0.956140350877193,0.9523809523809523,0.9583333333333334,0.9824561403508771,1.0,0.9722222222222222
2095133045,0.9912087912087912,321.99983406066895,17,4 6 7 8 12 13 14 15 16 19 20 22 23 26 27 28 29,0.9912280701754386,1.0,0.9861111111111112,0.9736842105263158,1.0,0.9583333333333334
1580016183,0.9956043956043956,325.2820534706116,14,9 10 12 13 14 15 17 18 21 22 24 27 28 30,0.9912280701754386,0.9761904761904762,1.0,0.9824561403508771,0.9523809523809523,1.0
1634535062,0.9956043956043956,380.2009630203247,17,2 7 8 9 10 12 13 14 16 18 20 21 22 24 25 27 29,0.956140350877193,0.8809523809523809,1.0,0.956140350877193,0.9047619047619048,0.9861111111111112
1540770719,0.9934065934065934,332.1174523830414,18,2 8 9 12 13 14 15 16 17 19 20 21 22 24 26 27 28 29,0.9824561403508771,0.9523809523809523,1.0,0.9649122807017544,0.9285714285714286,0.9861111111111112
1688060240,0.9934065934065934,352.0653340816498,21,1 3 4 5 6 7 8 9 10 11 13 14 16 17 19 22 23 24 25 27 29,0.9824561403508771,0.9761904761904762,0.9861111111111112,0.9824561403508771,0.9761904761904762,0.9861111111111112
1102145672,0.9934065934065934,329.4917137622833,16,1 4 6 8 13 14 15 16 17 21 22 24 25 27 28 29,0.9649122807017544,1.0,0.9444444444444444,0.9649122807017544,1.0,0.9444444444444444
275121930,0.9934065934065934,323.02953362464905,18,1 6 8 9 10 11 12 14 17 18 20 21 22 23 24 26 27 30,0.956140350877193,1.0,0.9305555555555556,0.9736842105263158,0.9761904761904762,0.9722222222222222
1803345590,0.9934065934065934,386.0357654094696,16,2 4 5 11 12 14 18 19 22 23 25 26 27 28 29 30,0.9473684210526315,0.8809523809523809,0.9861111111111112,0.9649122807017544,0.9285714285714286,0.9861111111111112
967196436,0.9934065934065934,362.2291488647461,18,1 4 6 7 8 9 13 14 17 18 21 22 23 25 26 27 28 29,0.9385964912280702,0.9523809523809523,0.9305555555555556,0.956140350877193,0.8809523809523809,1.0
1074497555,0.9912087912087912,359.9377164840698,18,1 3 4 5 9 11 12 13 16 17 18 19 20 22 23 25 26 27,0.9824561403508771,0.9761904761904762,0.9861111111111112,0.9736842105263158,0.9523809523809523,0.9861111111111112
796282693,0.9956043956043956,323.28664803504944,16,6 8 11 12 13 14 15 16 18 19 20 22 24 27 28 29,0.9473684210526315,0.9285714285714286,0.9583333333333334,0.9736842105263158,0.9285714285714286,1.0
392022359,0.9956043956043956,397.2440130710602,19,3 5 6 7 8 9 10 12 13 14 15 19 20 22 23 24 27 28 29,0.9649122807017544,0.9523809523809523,0.9722222222222222,0.9824561403508771,0.9523809523809523,1.0
